animal,energie,faim,nourriture,predateurs,pret_reproduction,partenaire_proche,decision
1,35,25,0,2,0,1,2
2,71,43,0,2,1,1,2
0,16,24,0,0,1,0,1
1,31,14,0,2,1,1,2
2,45,40,1,1,0,1,2
1,5,52,0,2,0,0,2
2,53,74,0,2,0,1,2
2,37,91,0,1,1,0,2
1,10,4,1,2,1,1,2
2,9,19,0,2,1,0,2
1,61,18,0,2,1,1,2
0,25,49,1,0,1,0,3
1,2,1,0,0,0,1,4
2,39,38,1,2,0,0,2
0,94,71,0,0,1,0,1
2,13,44,0,1,0,1,2
0,9,0,1,0,0,1,1
2,19,77,1,0,1,1,0
2,90,39,1,2,1,0,2
1,58,64,1,2,1,1,2
2,71,58,1,0,1,1,3
1,100,37,0,2,1,0,2
1,27,3,1,0,0,1,1
2,31,5,0,2,0,0,2
0,93,89,1,1,1,1,2
0,87,24,0,2,1,1,2
2,80,44,1,2,0,1,2
0,33,68,0,1,0,0,2
2,73,37,1,1,0,1,2
0,95,32,1,1,1,0,2
2,39,59,1,1,0,1,2
2,15,100,0,1,1,0,2
0,47,10,1,0,0,0,1
2,100,62,1,1,1,1,2
2,80,39,0,1,1,1,2
0,59,23,1,1,0,0,2
1,53,95,1,1,1,1,2
2,48,27,1,1,0,1,2
1,98,70,0,1,0,1,2
1,40,13,1,2,0,1,2
2,88,51,1,1,0,1,2
0,98,5,1,1,0,0,2
1,77,79,1,0,0,1,3
2,34,13,0,0,0,0,1
2,57,33,1,2,0,0,2
0,88,63,0,0,1,0,1
2,10,56,0,2,0,0,2
1,50,3,0,2,1,1,2
1,58,97,1,2,0,1,2
2,26,66,0,0,0,1,0
0,90,73,1,2,0,0,2
1,72,16,0,2,1,1,2
2,61,7,0,2,1,1,2
2,81,15,0,2,0,0,2
0,0,67,1,0,1,1,4
1,78,81,0,2,1,0,2
1,79,78,0,0,1,0,1
0,23,52,0,2,1,0,2
0,32,97,1,0,1,1,3
2,9,57,1,2,1,0,2
1,71,80,1,1,0,0,2
0,58,2,0,0,1,0,1
1,92,17,0,0,1,1,5
1,93,62,0,0,0,1,1
0,14,34,0,1,1,1,2
1,76,47,1,2,1,1,2
2,87,36,0,2,1,0,2
1,2,98,0,0,0,1,4
2,75,55,0,0,1,1,5
0,94,89,0,2,1,1,2
1,2,17,0,2,0,0,4
2,59,28,0,1,0,0,2
1,97,8,1,1,0,0,2
1,1,9,1,0,1,1,4
2,79,88,0,1,1,1,2
2,43,27,1,2,0,1,2
1,65,81,1,2,0,1,2
1,25,89,0,0,0,0,0
1,32,6,1,2,1,0,2
1,11,57,1,1,0,1,2
2,26,38,1,1,0,0,2
1,94,52,1,1,0,1,2
0,99,35,0,1,0,1,2
1,84,99,0,2,0,0,2
1,75,12,0,2,0,1,2
0,31,18,1,1,1,1,2
0,71,87,0,0,1,1,1
0,55,77,1,1,0,1,2
2,55,90,0,1,0,1,2
2,33,31,0,0,1,1,1
2,87,39,0,0,1,0,1
1,22,18,1,2,0,1,2
0,55,100,0,0,1,0,1
0,3,63,0,1,0,0,2
2,88,30,0,1,1,1,2
2,28,9,0,1,0,1,2
0,91,1,1,2,0,0,2
2,24,56,1,0,1,1,0
2,6,91,1,2,0,0,2
1,26,87,1,0,1,0,0
2,52,52,0,2,0,1,2
1,22,31,1,2,1,0,2
0,41,75,0,0,0,1,1
0,61,82,0,2,1,1,2
0,4,46,0,2,1,0,2
1,17,27,0,0,0,0,1
1,66,17,0,0,1,0,1
0,68,65,1,1,1,1,2
2,60,33,0,1,0,1,2
0,16,99,0,1,0,0,2
2,4,14,0,1,0,1,2
0,80,75,1,2,0,1,2
0,38,92,1,1,1,0,2
0,49,29,1,2,1,1,2
1,37,0,1,1,1,1,2
0,55,0,0,1,0,1,2
1,46,50,1,2,1,0,2
2,77,86,0,2,1,0,2
2,81,77,0,2,1,0,2
0,19,96,0,2,0,0,2
1,89,71,0,1,0,0,2
1,61,50,1,0,1,1,3
1,54,37,0,1,0,0,2
1,79,79,1,1,1,0,2
0,97,88,0,0,0,1,1
0,42,26,0,1,1,1,2
1,62,83,1,0,1,1,3
1,6,70,1,2,1,0,2
1,87,26,1,2,0,0,2
0,63,98,1,1,0,1,2
1,74,47,1,1,1,0,2
0,29,48,0,1,0,0,2
0,22,72,1,2,1,0,2
0,18,51,1,2,0,0,2
0,98,16,0,2,0,1,2
0,93,84,1,0,0,0,3
0,73,6,1,2,1,1,2
2,24,23,0,1,1,0,2
2,25,63,1,0,0,1,0
2,61,28,0,1,1,0,2
0,51,74,0,2,1,0,2
2,92,97,0,1,1,1,2
0,98,42,1,2,1,0,2
1,52,51,0,0,0,1,1
2,92,60,1,2,0,0,2
0,76,100,1,0,1,1,3
2,94,41,0,0,0,0,1
2,16,64,0,1,0,0,2
2,17,62,0,1,0,0,2
2,49,29,1,1,1,1,2
2,8,64,0,2,1,1,2
0,66,89,0,1,1,1,2
2,60,27,0,2,1,1,2
0,42,63,1,1,0,1,2
1,92,9,0,2,0,1,2
1,10,54,0,2,1,1,2
0,74,57,1,2,1,0,2
1,100,95,1,2,1,0,2
1,62,37,1,2,0,0,2
0,8,44,1,2,1,1,2
2,94,10,0,2,0,1,2
1,78,30,0,2,0,1,2
1,55,35,0,2,0,0,2
1,49,59,1,1,0,0,2
1,24,58,1,1,1,0,2
2,80,77,0,0,1,1,1
0,11,62,1,1,1,1,2
0,8,20,0,0,1,0,1
1,88,8,0,1,0,1,2
0,62,50,1,1,1,0,2
2,34,29,0,2,1,1,2
2,47,16,0,0,0,0,1
0,36,71,1,1,1,0,2
0,38,90,0,2,0,0,2
1,67,22,0,1,1,0,2
1,68,88,0,2,0,0,2
2,9,45,1,1,1,0,2
2,97,13,0,0,0,0,1
2,52,98,0,2,1,1,2
0,76,72,1,2,1,1,2
2,89,71,0,1,0,1,2
1,55,73,0,0,1,0,1
0,14,27,1,0,0,1,1
0,79,89,0,0,1,0,1
2,10,82,0,1,0,1,2
1,20,49,1,0,1,0,3
0,94,23,0,1,0,0,2
0,48,98,1,2,1,1,2
0,44,90,0,2,1,1,2
2,50,99,0,1,0,0,2
0,58,41,1,0,1,1,3
0,22,90,1,2,1,0,2
0,61,27,0,2,0,0,2
1,83,64,0,2,1,0,2
0,75,49,1,0,0,0,3
1,80,2,0,0,0,0,1
1,9,68,0,0,0,0,0
2,58,14,0,1,1,0,2
0,25,40,0,2,1,1,2
0,67,40,1,1,1,0,2
0,4,21,1,0,0,1,1
2,11,69,1,1,1,1,2
2,71,55,1,0,0,1,3
2,46,3,1,2,0,0,2
2,12,69,0,1,1,0,2
1,27,29,0,0,0,1,1
2,59,8,0,2,1,1,2
0,96,79,1,1,1,1,2
2,74,90,0,0,0,0,1
1,6,98,0,1,0,0,2
2,90,22,1,2,1,0,2
2,62,86,1,0,0,1,3
1,68,42,0,2,0,1,2
2,9,14,0,2,1,1,2
2,52,52,0,0,0,0,1
0,46,5,0,2,1,0,2
1,28,91,0,0,1,0,0
0,79,50,0,0,0,1,1
1,86,42,0,2,0,0,2
1,19,17,0,1,0,1,2
1,77,35,1,0,0,1,1
0,56,98,1,0,1,1,3
0,8,98,1,0,1,0,3
1,51,27,1,0,1,0,1
2,0,88,0,0,1,1,4
1,82,89,0,2,0,1,2
0,3,73,1,1,1,1,2
2,37,36,0,1,1,0,2
0,58,63,1,0,0,1,3
0,70,24,1,0,0,0,1
1,31,72,1,1,1,1,2
1,0,69,1,1,0,0,4
1,75,62,0,0,0,0,1
1,45,49,0,0,0,0,1
0,24,21,0,1,1,1,2
0,44,23,1,1,0,0,2
0,22,93,1,1,1,1,2
1,7,17,0,1,1,0,2
1,9,56,0,1,1,0,2
1,16,73,0,0,1,0,0
1,25,85,0,2,1,0,2
1,87,36,1,1,0,0,2
2,80,100,0,1,1,0,2
0,9,62,0,2,1,0,2
1,40,45,1,1,0,0,2
0,44,35,1,0,0,0,1
0,31,43,0,2,0,0,2
0,8,64,1,1,0,1,2
2,54,73,0,2,0,1,2
0,78,54,1,1,0,1,2
0,21,6,1,2,0,0,2
2,74,17,0,1,1,1,2
0,34,92,0,0,0,0,1
0,80,93,1,0,1,1,3
0,59,69,0,0,0,1,1
0,80,99,1,0,1,0,3
1,73,53,1,0,1,1,3
1,86,58,0,2,1,1,2
0,25,56,0,2,1,0,2
2,57,87,1,2,0,1,2
2,78,12,0,0,1,1,5
1,57,57,0,0,0,0,1
1,81,18,0,2,0,0,2
0,57,20,0,0,1,1,5
1,71,10,0,2,1,0,2
0,98,97,1,2,0,1,2
2,91,99,1,1,0,1,2
2,15,100,0,2,1,0,2
1,48,16,0,1,0,0,2
1,41,84,0,1,1,0,2
1,82,17,1,2,0,1,2
0,15,77,0,2,0,1,2
0,75,83,1,2,1,1,2
1,74,28,1,2,0,0,2
0,68,45,1,0,0,1,3
1,27,67,1,1,1,1,2
2,35,66,0,0,0,0,1
2,1,35,1,0,1,0,4
1,60,9,1,1,0,1,2
2,51,23,1,1,1,1,2
0,18,7,0,0,0,1,1
0,78,0,0,0,1,1,5
0,4,91,0,0,1,1,1
2,16,42,1,2,0,0,2
0,49,78,1,0,0,1,3
1,26,59,0,2,0,1,2
0,2,15,1,0,1,0,4
2,13,1,1,2,1,0,2
0,34,61,1,0,0,0,3
1,5,60,1,0,1,0,0
2,77,48,1,0,0,0,3
1,31,91,1,2,1,0,2
1,72,50,0,0,0,0,1
0,2,28,1,0,1,1,4
1,30,83,0,2,0,0,2
0,7,1,1,2,0,1,2
0,70,73,0,0,1,1,1
1,56,85,1,1,1,0,2
0,40,31,1,2,1,0,2
2,64,79,0,2,0,1,2
2,29,21,1,2,0,1,2
0,18,29,0,1,1,1,2
2,26,92,0,2,1,0,2
0,2,88,0,0,1,1,4
0,97,80,1,1,1,1,2
1,26,33,1,0,0,0,1
2,51,77,1,2,1,0,2
1,50,62,1,2,1,1,2
2,40,32,0,1,1,0,2
2,41,87,0,0,0,1,1
0,66,57,0,1,1,0,2
1,4,68,1,0,0,1,0
0,3,23,0,1,0,0,2
2,87,55,0,0,1,0,1
2,17,32,1,1,0,1,2
0,88,58,1,0,1,0,3
2,56,32,1,1,0,0,2
1,22,30,1,1,1,1,2
2,75,97,1,0,1,1,3
2,57,1,1,2,1,0,2
1,43,42,1,1,1,1,2
2,28,13,1,0,0,0,1
2,95,50,0,2,0,0,2
2,82,38,1,1,0,0,2
1,6,63,0,2,0,1,2
2,52,91,0,2,1,0,2
1,17,66,1,1,0,0,2
2,43,67,0,0,1,1,1
0,98,70,0,0,0,0,1
1,10,23,0,2,1,0,2
2,87,35,1,2,1,1,2
2,95,49,0,2,0,0,2
2,84,64,0,1,1,1,2
1,72,9,1,0,1,0,1
2,33,6,1,0,0,1,1
1,2,47,1,0,1,1,4
2,76,19,1,0,0,0,1
0,64,100,1,1,1,0,2
1,58,35,0,1,1,0,2
2,88,75,0,2,0,0,2
1,29,90,1,1,0,1,2
1,79,67,1,1,0,0,2
2,12,20,0,0,1,1,1
2,47,69,0,1,0,1,2
0,41,47,0,2,0,0,2
2,100,58,0,0,0,0,1
2,30,5,1,0,0,1,1
2,2,32,0,1,1,0,4
1,47,53,1,0,0,1,3
0,63,13,0,1,1,1,2
1,31,59,0,0,1,0,1
2,21,54,0,0,0,0,0
2,10,95,0,0,0,1,0
0,80,65,1,1,1,0,2
0,86,64,0,0,0,0,1
2,18,58,1,2,0,0,2
2,44,83,0,0,0,0,1
1,37,13,0,2,0,0,2
0,54,61,1,2,1,0,2
0,34,90,1,0,0,0,3
2,27,93,1,0,1,1,0
0,17,79,1,1,0,0,2
1,72,62,0,2,1,0,2
1,17,99,1,1,0,0,2
0,81,41,1,0,0,0,3
0,50,2,0,1,1,1,2
1,6,72,0,1,1,0,2
0,31,9,0,2,0,0,2
2,74,54,0,1,1,1,2
1,61,93,1,0,0,1,3
1,10,41,1,2,0,0,2
1,56,73,0,2,0,0,2
2,83,58,1,0,1,1,3
2,0,13,1,1,1,1,4
1,6,71,0,0,1,0,0
2,15,36,1,1,1,0,2
0,95,34,1,0,1,1,5
1,39,66,1,0,1,0,3
0,28,65,1,0,1,1,3
0,72,41,0,0,1,0,1
1,36,40,1,0,1,0,1
2,85,36,1,0,1,0,1
1,64,31,1,2,1,1,2
2,34,55,1,0,1,0,3
1,89,42,1,2,1,0,2
1,24,2,0,1,1,0,2
1,41,97,0,2,0,1,2
1,32,11,0,1,0,1,2
1,52,63,0,2,0,0,2
2,63,61,1,0,0,0,3
0,34,84,1,0,1,1,3
0,12,96,0,0,0,0,1
0,73,25,0,0,0,1,1
2,76,14,0,0,1,0,1
1,0,92,0,2,0,1,4
0,21,53,1,2,1,0,2
1,48,36,1,2,1,0,2
2,54,62,0,0,1,1,1
2,18,77,1,1,0,1,2
2,60,20,0,0,0,0,1
2,47,38,1,0,0,1,1
2,18,23,0,1,0,0,2
0,6,54,0,2,1,0,2
1,6,62,0,2,1,0,2
1,74,30,1,1,1,1,2
1,60,7,1,0,0,1,1
0,49,94,0,1,1,1,2
0,86,18,1,1,1,0,2
0,10,21,0,1,0,1,2
1,31,30,0,0,1,0,1
1,40,6,0,0,1,1,1
2,61,29,0,2,0,0,2
2,90,78,0,1,0,1,2
2,53,38,1,2,0,1,2
1,73,13,1,2,1,1,2
2,94,62,1,2,0,0,2
2,65,77,1,1,1,1,2
1,33,93,0,1,1,0,2
0,10,8,1,0,0,1,1
0,41,76,0,1,1,1,2
0,66,40,1,2,0,1,2
1,100,99,1,1,1,0,2
1,55,68,0,1,1,0,2
0,44,28,1,2,0,1,2
0,10,19,0,1,1,0,2
2,41,62,0,0,0,0,1
0,36,41,1,1,0,1,2
0,0,53,1,2,0,1,4
0,91,40,0,2,1,1,2
2,5,21,1,0,1,1,1
0,68,24,0,2,1,1,2
2,78,30,0,0,0,1,1
1,58,100,0,2,0,1,2
2,11,79,0,0,1,0,0
1,100,81,0,1,0,0,2
0,21,90,0,0,1,0,1
2,6,63,1,0,0,0,0
2,62,78,0,0,1,1,1
1,45,40,0,2,1,0,2
0,28,41,0,1,0,1,2
1,64,3,1,1,0,1,2
0,40,56,1,2,1,0,2
1,66,35,0,2,1,0,2
2,58,50,1,0,1,0,3
1,78,84,1,2,0,0,2
0,84,85,0,1,0,0,2
2,94,78,1,2,0,0,2
2,52,6,1,2,0,1,2
2,37,14,1,0,1,1,1
0,63,82,1,1,1,1,2
2,3,43,0,2,1,0,2
2,4,59,0,1,1,1,2
0,61,60,1,0,0,1,3
1,66,19,0,2,0,1,2
0,46,5,1,0,0,0,1
0,34,90,1,0,0,0,3
1,55,40,0,0,0,0,1
1,87,83,0,2,1,0,2
0,100,63,0,2,0,1,2
1,93,0,1,1,1,1,2
0,55,49,1,0,1,0,3
2,22,100,1,0,1,0,0
0,14,89,1,0,1,0,3
2,76,7,0,1,1,0,2
0,15,26,1,2,0,0,2
2,5,92,0,1,1,0,2
2,72,45,1,2,0,1,2
2,21,83,1,1,0,0,2
1,65,84,1,0,1,1,3
1,43,24,0,2,1,0,2
1,34,37,0,1,1,1,2
1,47,84,1,0,0,0,3
2,51,69,1,0,0,1,3
1,32,25,0,2,0,1,2
0,23,49,0,2,0,0,2
0,27,54,0,2,1,1,2
1,8,62,0,0,1,1,0
0,44,54,0,0,0,1,1
1,94,79,1,1,0,1,2
1,82,95,0,2,1,0,2
0,26,88,1,2,0,1,2
0,51,23,0,0,1,1,5
2,98,66,1,2,0,0,2
1,18,41,0,0,0,1,1
0,38,85,0,1,0,0,2
1,51,96,0,0,1,0,1
1,31,82,0,0,1,1,1
0,57,20,1,2,1,0,2
0,39,87,0,2,1,0,2
2,1,0,1,1,1,0,4
0,59,75,1,2,1,1,2
2,84,73,0,0,0,1,1
2,19,45,0,2,1,0,2
1,38,77,0,1,0,1,2
0,69,78,0,1,1,0,2
2,80,26,1,2,0,1,2
2,74,37,0,1,1,1,2
2,64,31,1,2,0,0,2
2,11,60,0,1,0,0,2
2,11,6,1,1,1,0,2
1,28,3,1,2,0,0,2
2,51,76,0,0,0,0,1
2,44,94,1,0,1,0,3
1,76,81,0,2,0,0,2
2,46,92,0,0,1,1,1
2,39,35,1,2,1,0,2
2,66,4,0,1,0,0,2
0,22,86,0,0,1,1,1
0,71,73,0,1,1,0,2
1,92,28,1,1,1,1,2
1,100,89,0,1,0,0,2
0,95,5,0,0,0,1,1
1,95,11,1,1,1,0,2
0,77,45,1,2,1,0,2
1,36,7,0,1,0,0,2
2,23,9,0,1,0,1,2
1,24,56,0,1,1,0,2
1,84,84,1,0,1,0,3
2,8,93,1,0,0,0,0
2,75,42,0,2,1,0,2
0,40,88,0,2,0,1,2
2,60,76,1,2,1,0,2
2,96,26,0,0,0,1,1
1,66,31,0,0,0,0,1
2,6,90,1,2,0,1,2
0,68,12,1,1,1,1,2
2,5,26,1,1,1,1,2
2,53,72,1,1,1,0,2
0,33,1,1,1,1,0,2
1,52,63,1,1,0,0,2
2,84,5,1,2,0,0,2
2,77,100,1,2,0,1,2
0,96,74,0,2,0,0,2
1,74,38,0,0,1,0,1
1,40,97,1,2,0,1,2
2,58,23,0,0,0,1,1
0,32,13,0,2,1,1,2
1,8,33,1,0,1,0,1
1,19,21,1,2,0,0,2
2,100,93,1,2,1,0,2
2,72,71,0,0,1,1,1
1,17,56,0,1,0,0,2
1,43,83,1,2,0,1,2
0,68,44,0,1,1,1,2
0,26,83,1,0,0,1,3
0,48,68,1,2,0,0,2
1,46,23,1,0,0,0,1
0,62,70,0,2,0,1,2
0,92,71,1,2,0,1,2
1,27,18,0,1,0,0,2
2,72,95,0,1,0,0,2
0,99,90,1,1,1,1,2
0,4,40,1,0,1,0,1
1,2,44,1,2,1,0,4
0,55,20,0,0,1,1,5
0,9,40,0,1,0,1,2
0,1,59,1,0,1,1,4
2,65,40,1,0,0,1,1
1,73,65,0,0,0,0,1
0,96,72,0,0,1,1,1
1,73,16,0,1,0,0,2
0,90,87,0,2,1,1,2
1,97,43,0,0,0,1,1
1,27,25,0,0,1,1,1
2,74,79,0,0,1,1,1
0,71,21,0,2,0,0,2
0,41,7,1,1,1,0,2
0,91,79,1,0,1,0,3
2,55,37,0,0,0,1,1
1,39,92,0,0,0,0,1
2,50,7,0,2,0,0,2
2,32,5,1,2,1,1,2
0,32,42,0,1,0,1,2
0,8,39,0,0,0,0,1
2,57,7,0,2,0,1,2
1,87,98,1,0,0,1,3
1,89,0,0,1,1,1,2
0,69,38,1,2,1,0,2
0,62,53,1,1,0,1,2
0,68,95,0,2,1,0,2
1,46,14,1,1,1,1,2
2,62,18,1,2,0,1,2
2,77,12,0,0,0,0,1
1,99,78,0,0,0,1,1
1,53,93,0,2,0,0,2
0,75,27,0,2,1,0,2
2,33,94,0,1,1,0,2
1,10,61,1,2,1,1,2
2,94,12,1,0,0,1,1
1,11,30,0,0,0,0,1
0,67,70,1,2,1,0,2
0,4,34,1,2,1,1,2
2,22,41,0,2,0,1,2
1,18,33,1,0,1,1,1
0,28,6,1,0,1,1,1
1,42,43,0,0,0,1,1
2,97,78,1,2,0,1,2
2,72,43,1,1,1,0,2
0,88,48,1,2,0,1,2
1,37,22,0,1,1,0,2
1,77,35,1,2,1,1,2
1,98,22,0,1,0,1,2
1,93,26,1,2,1,0,2
2,78,8,0,1,0,0,2
0,64,9,0,1,1,1,2
1,51,16,1,2,1,0,2
0,32,31,1,2,1,1,2
0,85,27,1,0,0,0,1
0,4,48,0,1,1,0,2
1,37,96,1,2,1,0,2
1,29,78,0,1,1,1,2
1,62,34,0,2,1,0,2
0,29,95,0,1,1,1,2
1,75,65,0,0,0,0,1
2,59,81,1,1,0,0,2
1,79,73,0,1,0,1,2
1,40,51,0,2,0,1,2
0,21,82,1,1,1,0,2
0,20,83,0,1,1,0,2
2,92,77,1,2,1,1,2
0,20,5,0,2,0,1,2
2,60,30,0,2,1,0,2
2,58,44,1,0,0,1,3
2,61,40,0,0,1,1,5
2,49,86,1,0,0,1,3
1,76,10,0,0,1,1,5
2,94,70,1,0,0,0,3
1,4,55,0,1,1,0,2
0,94,5,0,1,1,1,2
1,24,88,0,1,1,0,2
1,60,35,1,1,1,1,2
2,95,60,1,1,1,1,2
2,61,85,1,1,0,1,2
1,99,40,0,1,1,0,2
1,27,93,0,2,0,0,2
0,54,60,1,0,1,1,3
2,98,40,1,2,1,0,2
2,32,65,0,0,0,0,1
2,96,95,0,0,1,1,1
2,23,84,0,2,1,0,2
1,90,14,1,2,1,1,2
1,25,58,0,1,1,0,2
2,47,64,1,1,1,0,2
2,54,93,0,2,0,1,2
2,26,73,1,1,0,0,2
1,76,52,1,0,1,1,3
2,100,64,1,1,0,0,2
1,93,7,0,2,1,0,2
0,96,61,0,0,1,1,1
0,83,27,1,0,0,0,1
0,10,91,0,0,0,0,1
1,98,58,0,2,1,0,2
0,22,2,1,0,0,0,1
2,31,5,0,1,0,1,2
0,52,14,0,2,1,1,2
1,11,11,1,0,0,1,1
0,4,2,1,1,0,1,2
1,27,82,0,1,1,1,2
0,12,73,0,0,1,0,1
2,91,3,0,2,0,0,2
1,22,77,1,1,1,0,2
0,0,39,0,2,0,1,4
1,5,42,0,1,0,0,2
1,47,56,0,1,1,0,2
2,75,73,1,2,1,1,2
0,85,20,0,0,0,0,1
0,3,5,1,0,0,1,1
0,17,24,0,0,0,0,1
2,80,42,1,2,1,0,2
1,66,7,1,1,0,0,2
0,38,23,1,2,0,0,2
1,17,36,1,2,0,1,2
2,62,76,0,2,1,1,2
0,87,1,0,1,0,1,2
1,9,42,0,1,0,0,2
2,55,69,0,1,1,0,2
1,25,27,0,0,0,1,1
2,58,97,0,1,0,1,2
1,36,94,0,2,0,0,2
1,45,7,1,0,1,0,1
1,68,88,1,2,0,0,2
2,7,56,1,1,1,1,2
0,30,26,1,0,0,1,1
0,35,8,1,1,1,1,2
2,32,32,0,0,1,0,1
1,23,93,1,0,1,1,0
0,55,48,0,0,0,1,1
1,79,19,0,1,0,0,2
0,6,15,1,2,0,0,2
1,14,95,0,2,0,1,2
1,43,8,0,2,1,0,2
2,86,75,0,2,0,1,2
2,55,80,0,0,0,1,1
2,57,32,0,0,1,1,5
2,14,28,1,0,0,0,1
0,7,36,0,2,1,0,2
2,26,7,0,0,0,1,1
2,40,92,0,0,0,0,1
1,51,66,0,0,0,0,1
0,12,9,1,0,0,1,1
1,58,63,0,0,1,1,1
1,96,6,0,1,0,1,2
2,11,20,0,1,1,1,2
0,90,88,1,1,1,0,2
1,30,40,1,1,0,0,2
1,38,54,0,1,0,0,2
0,48,57,0,1,1,1,2
2,64,51,0,0,0,0,1
2,72,98,1,0,0,1,3
1,45,71,0,1,0,0,2
2,95,50,1,0,1,1,3
2,9,28,1,2,1,0,2
0,29,40,1,2,0,1,2
0,77,98,1,0,1,1,3
0,22,76,1,0,1,1,3
0,64,82,1,0,0,0,3
0,29,23,1,0,1,0,1
0,87,96,1,0,0,0,3
0,50,22,1,2,0,1,2
2,82,42,1,2,1,1,2
0,46,95,1,2,0,0,2
2,32,2,0,0,1,0,1
1,98,13,1,2,0,0,2
2,22,7,0,1,0,0,2
1,51,80,1,2,0,0,2
0,84,67,1,1,1,1,2
2,24,28,1,1,1,1,2
2,9,71,1,2,1,0,2
1,57,53,0,2,1,0,2
1,58,46,1,2,1,0,2
2,55,85,1,1,1,1,2
0,70,20,0,0,0,0,1
2,11,87,1,0,1,1,0
0,21,77,0,2,0,1,2
1,94,43,0,0,1,0,1
1,22,49,1,0,1,1,3
2,42,92,1,0,0,0,3
1,96,40,1,2,0,0,2
1,61,35,1,2,0,1,2
2,79,16,1,2,0,0,2
0,10,59,0,0,1,0,1
2,29,40,0,1,0,0,2
2,6,16,0,1,0,1,2
2,72,26,1,1,1,1,2
0,90,99,1,2,1,1,2
2,94,23,1,0,1,0,1
0,24,50,0,0,0,1,1
0,26,30,1,0,0,1,1
2,63,51,1,0,0,1,3
0,34,2,0,1,0,0,2
1,47,71,1,0,0,0,3
1,36,82,0,0,0,0,1
2,29,60,0,0,1,0,0
0,50,68,0,1,1,0,2
0,84,50,1,1,0,1,2
1,88,9,1,0,1,0,1
1,6,24,1,1,1,1,2
2,32,36,0,0,1,0,1
2,86,48,1,1,1,1,2
2,13,33,0,1,1,0,2
2,41,36,0,0,0,1,1
0,34,31,0,1,0,1,2
2,22,55,0,0,0,1,0
0,26,95,1,1,1,0,2
0,81,72,1,0,0,1,3
1,71,20,1,1,1,0,2
0,2,92,1,2,0,1,4
0,74,44,1,1,0,0,2
2,100,70,0,0,1,0,1
1,33,15,1,0,0,0,1
1,54,50,1,0,1,1,3
2,63,23,1,1,0,1,2
0,65,94,1,2,1,0,2
1,56,79,0,2,0,1,2
0,9,70,0,1,1,1,2
0,13,29,0,0,1,0,1
2,93,57,1,2,0,1,2
2,79,64,1,1,0,1,2
0,29,24,1,2,0,1,2
0,81,90,1,0,0,1,3
2,50,80,0,2,1,0,2
2,58,8,1,2,1,0,2
0,63,10,1,0,1,1,5
1,26,89,0,0,1,0,0
1,40,33,0,2,1,0,2
1,0,46,1,0,0,0,4
2,58,77,1,1,1,1,2
2,59,35,1,1,0,0,2
1,80,28,1,0,0,1,1
1,84,7,1,0,0,1,1
1,70,17,1,2,1,0,2
2,51,63,0,1,0,1,2
1,74,23,0,0,0,1,1
1,99,91,1,2,1,1,2
2,24,79,1,0,1,0,0
0,4,83,1,0,0,1,3
1,100,1,1,2,1,0,2
2,62,19,1,1,0,1,2
1,72,29,1,0,1,1,5
2,14,80,1,2,0,0,2
2,68,29,1,1,1,1,2
2,2,90,0,1,0,1,4
0,3,46,0,1,1,1,2
2,20,37,0,0,1,1,1
0,19,65,1,0,1,0,3
2,99,75,1,2,1,1,2
0,93,84,1,0,1,0,3
2,4,7,0,1,1,0,2
0,27,76,1,0,0,1,3
2,6,97,1,1,0,0,2
0,14,24,0,0,1,0,1
2,20,0,1,0,1,0,1
2,22,54,0,0,0,0,0
2,8,36,1,1,1,1,2
1,84,41,1,2,0,1,2
0,25,22,0,1,1,0,2
0,38,18,0,2,0,0,2
0,57,85,0,0,0,0,1
2,54,90,1,1,1,1,2
0,37,91,0,2,1,1,2
1,13,98,0,2,0,0,2
1,71,40,1,2,0,1,2
2,64,77,1,0,0,0,3
0,29,5,1,0,0,1,1
1,35,44,0,1,1,0,2
2,29,74,0,1,1,0,2
1,9,8,0,0,1,1,1
0,100,20,1,0,0,1,1
2,94,63,0,0,0,0,1
1,78,0,1,1,1,0,2
0,7,53,0,1,1,1,2
1,59,34,1,1,0,1,2
1,58,30,0,1,1,1,2
0,31,49,1,0,1,0,3
0,91,97,0,0,1,0,1
2,88,18,1,1,0,0,2
1,14,25,0,1,0,1,2
1,57,21,1,0,0,1,1
1,39,54,1,0,1,0,3
0,80,31,0,2,0,1,2
2,36,93,1,0,1,1,3
2,29,76,1,2,1,0,2
0,85,60,0,0,1,1,1
2,7,44,0,2,1,1,2
1,48,27,0,0,0,1,1
2,40,14,0,2,1,0,2
1,71,87,0,2,1,1,2
0,39,59,0,0,0,0,1
0,40,77,0,0,1,1,1
1,5,60,0,1,1,1,2
1,63,4,1,1,1,1,2
2,34,89,0,2,0,0,2
2,30,55,1,2,0,0,2
1,88,4,0,2,1,0,2
0,42,67,0,2,1,1,2
1,12,44,1,2,0,1,2
2,21,22,1,2,0,1,2
1,95,9,0,2,0,0,2
0,91,5,1,1,1,0,2
0,32,85,0,1,1,1,2
2,7,36,0,1,1,0,2
0,38,84,1,1,0,0,2
1,72,44,1,2,1,1,2
2,94,92,0,2,1,1,2
2,14,85,0,0,0,0,0
1,99,24,1,1,0,1,2
1,15,69,1,0,0,1,0
0,77,61,1,0,1,1,3
0,17,6,0,0,0,1,1
1,50,20,0,2,1,0,2
2,98,88,0,1,0,1,2
2,49,88,0,1,1,1,2
